Country,Location,Name,Coordinates
RU,XC2,Kotel'niki,5538N 03751E
RU,YAM,Yamburg,6817N 07709E
RU,YTS,Yartsevo,5504N 03240E
RU,ZAR,Zarubino,4237N 13105E
RU,ZCA,Balozhi,5822N 03153E
RU,ZDK,Zelenodol'sk,5550N 04831E
RW,NSA,Nyagatare,0117S 03019E
RW,RW4,Rwamagana,0157N 03026E
SA,AMU,Al Muajjiz,2328N 03823E
SA,AQK,Al Khobar,2617N 05012E
SA,BUR,Buraydah,2619N 04358E
SA,DHU,Port of NEOM,2734N 03433E
SA,DMM,Ad Dammam,2630N 05012E
SA,GIZ,Jizan,1654N 04230E
SA,JBI,Al Jubayl Industrial City,2705N 04942E
SA,JEC,Jazan Economic City,1717N 04220E
SA,JED,Jeddah,2128N 03910E
SA,JUB,Jubail,2701N 04940E
SA,JUT,Juaymah Terminal,2655N 05001E
SA,JYC,Jeddah Yachts Club Port,2139N 03906E
SA,KAC,King Abdullah City,2224N 03905E
SA,KHU,Al Khuraibah,2803N 03510E
SA,NEO,Neom,2734N 03533E
SA,QAH,Al Qahmah,1801N 04140E
SA,QUN,Al Qunfudah,1907N 04104E
SA,RAZ,Ras Al-Khair,2733N 04912E
SA,RTA,Ras Tanura,2638N 05009E
SA,SHU,Shuaibah,2041N 03931E
SA,VLA,Umm Lajj,2501N 03716E
SA,YBI,Yanbu Industrial City,2356N 03815E
SA,YNB,Yanbu commercial city,2404N 03803E
SB,CHY,Choiseul Bay,0642S 15626E
SB,GZO,Gizo,0806S 15651E
SB,LAT,Lata,1043S 16548E
SB,LEV,Lever Harbour,0801S 15736E
SB,NEM,Nemba,1046S 16542E
SB,RIN,"Ringgi Cove, Kolombangara",0807S 15707E
SB,SHH,Shortland Harbour,0705S 15552E
SB,XYA,"Yandina, Russell Island",0907S 15913E
SC,VIC,Victoria,0437S 05527E
SD,MBH,Marsa Bashayer,1923N 03718E
SE,AGB,Agnesberg,5747N 01159E
SE,AGE,Ange,6231N 01537E
SE,AGN,Alvangen,5757N 01207E
SE,AHU,Ahus,5555N 01417E
SE,ALA,Ala,6113N 01709E
SE,ALN,Alvenas,5923N 01311E
SE,AMA,Amal,5903N 01242E
SE,ANN,Ann,6319N 01232E
SE,ARA,Arboga,5923N 01551E
SE,BAA,Balsta,5935N 01730E
SE,BBH,Barsebackshamn,5545N 01254E
SE,BEA,Bergkvara,5623N 01605E
SE,BER,Bergs oljehamn,5919N 01810E
SE,BGA,Berga Orlogsskolor,5905N 01809E
SE,BJR,Bjarred,5543N 01301E
SE,BOH,Bohus,5751N 01200E
SE,BOL,Bollstabruk,6300N 01741E
SE,BRO,Brofjorden,5821N 01123E
SE,BRU,Brunflo,6305N 01449E
SE,BVK,Braviken,5838N 01632E
SE,DJN,Djuron,5838N 01621E
SE,DRT,Drottningholm,5919N 01753E
SE,ELL,Elleholm,5610N 01445E
SE,ELO,Ellos,5811N 01128E
SE,ENK,Enkoping,5940N 01706E
SE,ESS,Essvik,6218N 01723E
SE,FAG,Falkenberg,5653N 01230E
SE,FAR,Farjestaden,5639N 01627E
SE,FLI,Flivik,5733N 01635E
SE,FOR,Forsmark,6022N 01809E
SE,GAM,Gamleby,5754N 01624E
SE,GKS,Gustavsvik/Stockholm,5919N 01818E
SE,GKV,Grankullavik,5720N 01706E
SE,GLM,Glommen,5656N 01221E
SE,GNR,Grono,6031N 01744E
SE,GOA,Gota,5807N 01208E
SE,GOR,Gorsingeholm,5921N 01703E
SE,GOT,Goteborg,5743N 01158E
SE,GRH,Grisslehamn,6006N 01850E
SE,GRU,Gruvon,5920N 01307E
SE,GUS,Gustavsvik,6250N 01753E
SE,GVX,Gavle,6040N 01710E
SE,HAC,Hackas,6255N 01431E
SE,HAD,Halmstad,5640N 01251E
SE,HAH,Haraholmen,6514N 02139E
SE,HAK,Hallstavik,6003N 01836E
SE,HAN,Hargshamn,6010N 01828E
SE,HBV,Hasselbyverket/Stockholm,5921N 01729E
SE,HMR,Hammar,5849N 01457E
SE,HND,Harnosand,6238N 01756E
SE,HNF,Hornefors,6338N 01954E
SE,HOG,Hoganas,5612N 01233E
SE,HON,Honsater,5838N 01325E
SE,HST,Heestrand,5831N 01117E
SE,HUS,Husum,6320N 01910E
SE,HUV,Hudiksvall,6144N 01706E
SE,IGG,Iggesund,6138N 01704E
SE,JAR,Jarfalla,5924N 01752E
SE,JNA,Jorlanda,5759N 01149E
SE,KAA,Karlskrona,5610N 01535E
SE,KAF,Stra,5753N 01901E
SE,KAL,Kalmarsand,5933N 01733E
SE,KAN,Karlshamn,5610N 01451E
SE,KAS,Karskar,6041N 01716E
SE,KBK,Karlholmsbruk,6031N 01737E
SE,KGG,Kagghamra,5905N 01747E
SE,KGM,Klagshamn,5532N 01255E
SE,KGR,Kungsor,5926N 01606E
SE,KHN,Kristinehamn,5920N 01407E
SE,KKS,Kyrkesund,5801N 01131E
SE,KLA,Klavrestrom,5708N 01508E
SE,KLD,Kladesholmen,5757N 01132E
SE,KLI,Klintehamn,5724N 01812E
SE,KLR,Kalmar,5640N 01622E
SE,KMH,Kopmanholmen,6310N 01834E
SE,KOG,Koping,5931N 01559E
SE,KPH,Kappelshamn,5751N 01847E
SE,KPS,Kapellskar,5943N 01904E
SE,KRF,Kramfors,6256N 01747E
SE,KRH,Karehamn,5657N 01654E
SE,KSD,Karlstad,5922N 01330E
SE,KUA,Kungsbacka,5729N 01205E
SE,KUN,Kungshamn,5821N 01115E
SE,KVK,Kalvik,5904N 01111E
SE,KXV,Karlsborg Axelvik,6548N 02317E
SE,LAA,Landskrona,5552N 01250E
SE,LAV,Landvetter,5741N 01212E
SE,LDK,Lidkoping,5830N 01330E
SE,LDO,Lodose,5802N 01208E
SE,LED,Lilla Edet,5808N 01208E
SE,LIM,Limhamn,5535N 01257E
SE,LIS,Linanas,5946N 01908E
SE,LJP,Ljungsarp,5734N 01335E
SE,LJU,Ljusne,6113N 01708E
SE,LLA,Lulea,6535N 02209E
SE,LOD,Loddekopinge,5546N 01301E
SE,LOT,Loten,5925N 01735E
SE,LUG,Lugnvik,6317N 01844E
SE,LYS,Lysekil,5817N 01126E
SE,MAD,Mariestad,5842N 01349E
SE,MAV,Marviken,5833N 01650E
SE,MLE,Molle,5617N 01230E
SE,MMA,Malmo,5536N 01300E
SE,MON,Monsteras,5702N 01626E
SE,MOR,Morbylanga,5631N 01623E
SE,MSD,Marstrand,5753N 01335E
SE,MSK,Musko,5858N 01807E
SE,NOE,Norrtalje,5945N 01843E
SE,NOG,Nordmaling,6340N 01925E
SE,NOL,Nol (ports),5755N 01204E
SE,NOT,Norrsundet,6057N 01708E
SE,NRK,Norrkoping,5836N 01611E
SE,NRR,Norvik,5856N 01758E
SE,NST,Norastrom,6252N 01802E
SE,NYN,Nynashamn,5854N 01757E
SE,NYO,Nykoping,5855N 01710E
SE,OEN,On,5928N 01723E
SE,OER,Ornskoldsvik,6318N 01843E
SE,ORT,Ortviken,6223N 01721E
SE,OSK,Oskarshamn,5716N 01626E
SE,OST,Ostrand,6228N 01719E
SE,OTT,Otterbacken,5857N 01402E
SE,OXE,Oxelosund,5840N 01706E
SE,PHM,Pataholm,5655N 01625E
SE,PIT,Pitea,6520N 02130E
SE,RBY,Ronnebyhamn,5611N 01518E
SE,RIN,Ringhals,5715N 01205E
SE,RNB,Ronneby,5612N 01518E
SE,RNG,Ronnang,5756N 01135E
SE,RNH,Ronehamn,5710N 01829E
SE,RUV,Rundvik,6332N 01926E
SE,SAF,Saffle,5908N 01255E
SE,SDK,Sundsbruk,6227N 01721E
SE,SDL,Sundsvall,6223N 01718E
SE,SDS,Studsvik,5846N 01723E
SE,SFT,Skelleftea,6446N 02057E
SE,SGM,Skagshamn,6313N 01901E
SE,SGT,Sigtuna,5937N 01743E
SE,SIM,Simrishamn,5533N 01420E
SE,SKE,Skelleftehamn,6441N 02114E
SE,SKM,Skarhamn,5759N 01133E
SE,SKO,Skoghall,5920N 01326E
SE,SKT,Skattkarr,5925N 01338E
SE,SLI,Slite,5743N 01848E
SE,SMD,Stromstad,5856N 01111E
SE,SMN,Storuman,6506N 01706E
SE,SND,Svanesund,5808N 01150E
SE,SNR,Skanor,5525N 01251E
SE,SOE,Sodertalje,5912N 01737E
SE,SOL,Solvesborg,5603N 01433E
SE,SOR,Soraker,6230N 01730E
SE,SPP,Simpevarp,5725N 01640E
SE,SSR,Skutskar,6038N 01725E
SE,STA,Stocka,6153N 01720E
SE,STE,Stenungsund,5845N 01149E
SE,STG,Stigtomta,5848N 01647E
SE,STJ,Stavsjo,5650N 01348E
SE,STK,Stockviksverken,6220N 01721E
SE,STO,Stockholm,5920N 01803E
SE,STQ,Strangnas,5923N 01702E
SE,STR,"Sandvik, Styrso",5737N 01146E
SE,STU,Stugsund,6118N 01703E
SE,STV,Stora Vika,5856N 01748E
SE,SUR,Surte,5749N 01201E
SE,SUS,Storugns,5745N 01849E
SE,THN,Trollhattan,5816N 01218E
SE,TOA,Torshalla,5925N 01627E
SE,TOE,Tore,6554N 02239E
SE,TRG,Trelleborg,5522N 01310E
SE,TSL,Traslovslage,5703N 01216E
SE,TTD,Tomtbod,5711N 01832E
SE,TUN,Tunadal,6224N 01722E
SE,UDD,Uddevalla,5822N 01156E
SE,UME,Umea,6350N 02015E
SE,UND,Underas,5916N 01732E
SE,UPP,Uppsala,5952N 01738E
SE,VAA,Valberg,5924N 01310E
SE,VAL,Vallvik,6111N 01711E
SE,VAN,Vanersborg,5822N 01219E
SE,VBY,Visby,5738N 01818E
SE,VGN,Vargon,5822N 01222E
SE,VGO,Vrango,5734N 01147E
SE,VRB,Varby,5915N 01752E
SE,VST,Vasteras,5937N 01633E
SE,VVK,Vastervik,5745N 01638E
SE,VXH,Vaxholm,5924N 01820E
SE,WAL,Wallhamn,5801N 01142E
SE,YST,Ystad,5525N 01349E
SG,AYC,Pulau Ayer Chawan,0116N 10342E
SG,CHG,Changi,0121N 10359E
SG,JUR,Jurong,0120N 10342E
SG,KEP,Keppel,0116N 10350E
SG,PAP,Pasir Panjang,0116N 10347E
SG,PPT,PASIR PANJANG Terminal,0117N 10346E
SG,PUB,Pulau Bukom,0114N 10346E
SG,SEB,Pulau Sebarok,0112N 10348E
SG,SEM,Sembawang,0127N 10349E
SG,SIN,Singapore,0117N 10351E
SG,SLT,Seletar,0124N 10352E
SG,TPG,Tanjong Pagar,0116N 10351E
SG,TPN,Tanjong Penjuru,0119N 10344E
SG,TUA,Tuas,0119N 10339E
SH,ASC,Ascension,0757S 01421W
SH,RPT,Rupert's Bay,1555S 00542W
SI,DBO,Dobrovo,4559N 13315E
SI,JCE,Jesenice,4625N 01404E
SI,LU6,Trojane,4611N 01452E
SI,ROG,Rogasovci,4648N 01602E
SI,S8L,Selca,4613N 01412E
SI,SEC,Secovlje,4528N 01337E
SI,SLV,Lukovica pri Domzalah,4610N 14420W
SI,SML,Mala Nedelja,4631N 01603E
SI,TOL,Tolmin,4610N 01343E
SI,VB9,Vremski Britof,4539N 01401E
SI,VOJ,Vojnik,4617N 01518E
SI,VRA,Vransko,4614N 01457E
SI,VUH,Vuhred,4635N 01514E
SI,XZA,Zgornji Jakobski Dol,4638N 01545E
SI,Z35,Zgornji Leskovec,4619N 01556E
SI,Z42,Zagorje ob Savi,4608N 01500E
SI,Z95,Zgornje Jezersko,4623N 01428E
SI,ZAB,Zabnica,4611N 01419E
SI,ZAG,Zagradec,4551N 01450E
SI,ZAV,Zavrc,4623N 01602E
SI,ZBU,Zabukovje nad Sevnico,4603N 01522E
SI,ZDO,Zdole,4558N 01532E
SI,ZET,Zetale,4616N 01547E
SI,ZGB,Zgornja Besnica,4616N 01417E
SI,ZGK,Zgornja Korena,4631N 01545E
SI,ZGL,Zgornja Loznica,4620N 01539E
SI,ZGP,Zgornja Polskava,4625N 01536E
SI,ZGV,Zgornja Velka,4640N 01546E
SI,ZID,Zidani Most,4605N 01510E
SI,ZIR,Zirovnica,4624N 01408E
SI,ZUZ,Zuzemberk,4550N 01455E
SJ,BAR,Barentsburg,7804N 01412E
SJ,LYR,Longyearbyen,7813N 01538E
SJ,NYA,Ny-Alesund,7856N 01157E
SJ,SVE,Sveagruva,7751N 01639E
SK,DF4,Spissky Stiavnik,4900N 02022E
SK,DVO,Dvorniky,4836N 02050E
SK,DXZ,Valaska,4849N 01935E
SK,FD3,Krasno,4836N 01819E
SK,GLT,Galanta,4812N 01743E
SK,HIL,Mojmirovce,4813N 01804E
SK,K87,Sady nad Torysou,4842N 02120E
SK,KAO,Kolarovo,4754N 01759E
SK,KVE,Kvetoslavov,4803N 01721E
SK,MAT,Martovce,4751N 01807E
SK,MOD,Modra,4820N 01719E
SK,PLB,Praha,4822N 01931E
SK,POP,Poprad,4903N 02018E
SK,SLK,Siladice,4822N 01745E
SK,TEP,Teplicka nad Vahom,4914N 01848E
SK,TLM,Tlmace,4817N 01832E
SK,TNA,Trnava,4822N 01735E
SK,TUT,Turcianske Teplice,4852N 01852E
SK,VZK,Vel'ke Zlievce,4812N 01927E
SK,XCV,Mala Trna,4827N 02141E
SK,ZIA,Ziar nad Hronom,4835N 01852E
SL,KSY,Kissy,0828N 01311W
SM,AQ8,Gualdicciolo,4357N 01224E
SN,XLS,Saint Louis,1602N 01630W
SO,ELM,El Maan,0210N 04536E
SO,GHR,Giohar,0246N 04531E
SO,GRC,Garacad,0656N 04919E
SR,LLW,Lelydorp,0542N 05514W
SV,APO,Apopa,1348N 08910W
SV,LLD,La Libertad,1329N 08919W
SV,NCU,Nuevo Cuscatlan,1338N 08915W
SV,SSO,Armenia,1344N 08929E
SX,GES,Gallis Bay,1801N 06304W
SX,MAR,Marigot,1804N 06304W
SX,PHI,Philipsburg,1801N 06302W
SX,SXM,Sint-Maarten Apt,1803N 06307W
SY,ALD,Al Ladhiqiyah,3531N 03547E
SY,ARW,Arwad,3451N 03551E
SY,BAN,Baniyas,3511N 03557E
SY,BEN,Banghazi,3207N 02004E
SY,LTK,Latakia,3531N 03547E
SY,TAO,Tartus Oil Terminal,3458N 03553E
SY,TTS,Tartus,3454N 03554E
SZ,7DS,Sidvokodvo,2637S 03127E
SZ,MAL,Malkerns,2634S 03111E
SZ,NHL,Nhlangano,2707S 03112E
TC,9CB,Cockburn Harbour,2129N 07132W
TF,PFR,Port-aux-Francais,4920S 07013E
TG,ANE,Aneho,0614N 00136E
TH,BAI,Bangpoomai,1332N 10040E
TH,BEN,Benchamas,1031N 10119E
TH,BKK,Bangkok,1345N 10031E
TH,BMT,Bangkok Modern Terminals/Bangkok,1336N 10035E
TH,BND,Ban Don,0911N 09922E
TH,BNG,Bangnara,0626N 10150E
TH,BNK,Ban Kantang,0725N 09930E
TH,BNL,Ban Laem,1307N 10007E
TH,BPG,Ban Pong,1348N 09952E
TH,BPK,Ban Prakop Customs House,0628N 10043E
TH,BSP,Bang Saphan,1112N 09931E
TH,BTC,Bangpakong Terminal,1328N 10059E
TH,BTP,Ban Talat Takua Pa,0850N 09822E
TH,CHA,Chanthaburi,1218N 10214E
TH,CHS,Chiang Saen Customs House,2019N 10004E
TH,CHU,Chumphon,1026N 09916E
TH,ECT,Ekachai Container Terminal,1335N 10019E
TH,ERA,Erawan,0904N 10124E
TH,HOP,Hoping,2416N 12144E
TH,I6C,T S Transport and Logistics,1339N 10034E
TH,KAN,Kantang,0724N 09931E
TH,KHA,Khanom,0912N 09953E
TH,KLA,Ko Lanta,0803N 09854E
TH,KLY,Khlong Yai,1146N 10254E
TH,KPT,Kamphaeng Phet,1628N 09931E
TH,KRU,Phra Khanong,1342N 10036E
TH,KRV,Krabi,0804N 09844E
TH,KSI,Ko Sichang,1308N 10049E
TH,KSM,Ko Samui,0932N 09956E
TH,KYO,Ko Yao,0754N 09836E
TH,LAS,Lang Suan,0957N 09909E
TH,LCH,Laem Chabang,1305N 10053E
TH,MAT,Map Ta Phut,1239N 10118E
TH,MEK,Mae Klong,1322N 09959E
TH,NHP,NH Prosperity,1311N 10048E
TH,NIM,Nim Port,1336N 10034E
TH,NKT,Nakhon Si Thammarat,0914N 09952E
TH,NRW,Narathiwat,0625N 10149E
TH,PHA,Phang-Nga,0824N 09831E
TH,PKB,Pakbara,0652N 09943E
TH,PKN,Pak Nam,1336N 10034E
TH,PKP,Pak Phanang,0912N 09953E
TH,PKT,Phuket Port,0749N 09824E
TH,PLA,Platong,0939N 10128E
TH,PPA,Phra Pradaeng,1337N 10033E
TH,PPC,Prachuap Port,1112N 09935E
TH,PTN,Pattani,0653N 10116E
TH,PTR,Photharam,1341N 09951E
TH,PYT,Phahon Yothin Customs House,1348N 10032E
TH,RNN,Ranong,0958N 09838E
TH,SAP,Samut Prakan,1336N 10036E
TH,SAT,Sattahip,1238N 10055E
TH,SCS,Sahathai Coastal Seaport,1339N 10032E
TH,SGK,Songkhla,0714N 10034E
TH,SHT,Actu-lum,1339N 10033E
TH,SIC,Sichon,0901N 09955E
TH,SNT,Satun,0637N 10004E
TH,SRI,Si Racha,1310N 10053E
TH,SSW,Siamgas and Petrochemicals,1338N 10033E
TH,TAB,Tak Bai Customs House,0615N 10203E
TH,TAC,Tha Chaleap,1235N 10153E
TH,THA,Tha Sala,0840N 09957E
TH,TPP,Tungprong Pt,1242N 10050E
TH,TRG,Trang,0733N 09936E
TH,UCT,Unithai Container Terminal,1335N 10035E
TH,URT,Surat Thani,0908N 09908E
TK,AFU,Atafu,0832S 17231W
TK,FKO,Fakaofo,0922S 17115W
TK,NKU,Nukunonu,0910S 17151W
TL,DIL,Dili,0833S 12534E
TM,ALT,Altyn Asyr,3753N 05822E
TM,CHE,Cheleken,3924N 05308E
TM,HAL,Halach,3804N 06453E
TM,KRA,Krasnovodsk,4001N 05258E
TM,KRW,Turkmenbashi,4001N 05258E
TN,ARI,Ariana,3651N 01011E
TN,BJC,Borj Cedria,3642N 01024E
TN,CHB,Chebba,3514N 01106E
TN,DID,Didon,3346N 01154E
TN,GAE,Gabes,3353N 01007E
TN,HMM,Al Hammamat,3624N 01037E
TN,JAR,Jarjis,3330N 01106W
TN,KEB,Kebili,3342N 00858E
TN,KEM,Ksibet el Mediouni,3540N 01050E
TN,MAD,Mahdia,3530N 01103E
TN,OUD,Oudna,3616N 01139E
TN,RDS,Rades,3646N 01016E
TN,SLN,Soliman,3641N 01029E
TN,TAT,Tazerka Terminal,3636N 01141E
TN,TZE,Al Marsa,3653N 01020E
TN,ZRZ,Zarzis,3330N 01107E
TO,TBU,Nuku'alofa,2108S 17512W
TR,9AK,Pasakoy,4101N 02916E
TR,ADY,Yumurtalik,3646N 03547E
TR,AKB,Akcaabat,4101N 03934E
TR,AKC,Akcansa,4006N 02623E
TR,AKD,Akdeniz,3652N 03442E
TR,AKY,Akcay,3935N 02656E
TR,ALA,Alanya,3632N 03159E
TR,AMR,Ambarli,4058N 02842E
TR,ANA,Anamur,3604N 03251E
TR,AUT,Yenikoy-Autoport,4043N 02952E
TR,AYA,Ayancik,4156N 03435E
TR,AYT,Antalya,3650N 03036E
TR,AYV,Ayvalik,3919N 02641E
TR,BBI,Beylerbeyi,4103N 02903E
TR,BBP,Baba Point,3928N 02604E
TR,BDM,Bandirma,4021N 02758E
TR,BOT,Botas,3649N 03610E
TR,BTS,Besiktas,4103N 02901E
TR,BUY,Buyukcukur,4104N 03558E
TR,BXN,Bodrum,3702N 02725E
TR,BZC,Bozcaada,3950N 02604E
TR,CAM,Camalti,4139N 03223E
TR,CES,Cesme,3819N 02618E
TR,CID,Cide,4154N 03259E
TR,CKZ,Canakkale,4009N 02624E
TR,DAT,Datca,3645N 02740E
TR,DIK,Dikili,3904N 02653E
TR,DYL,Dortyol,3652N 03612E
TR,EDO,Edremit,3935N 02701E
TR,ENE,Enez,4043N 02604E
TR,ERE,Eregli,4117N 03124E
TR,ERK,Erdek,4023N 02747E
TR,EYP,Evyap Port /Kocaeli,4046N 02942E
TR,FAS,Fatsa,4102N 03729E
TR,FET,Fethiye,3637N 02906E
TR,FIN,Finike,3617N 03008E
TR,FOC,Foca,3840N 02645E
TR,FRZ,Firuzkoy,4100N 02842E
TR,GCA,Gokceada,4011N 02555E
TR,GCK,Gocek,3645N 02856E
TR,GEB,Gebze,4047N 02925E
TR,GEM,Gemlik,4025N 02909E
TR,GIR,Giresun,4055N 03823E
TR,GKV,Akcapinar,3701N 02822E
TR,GOR,Gorele,4102N 03900E
TR,GUL,Gulluk,3714N 02736E
TR,GZE,Gerze,4138N 03611E
TR,HAS,Haskoy,4102N 02858E
TR,HIS,Hisaronu,3647N 02808E
TR,HOP,Hopa,4124N 04125E
TR,IDM,Isdemir,3643N 03611E
TR,IDS,Icdas Jetty,4027N 02718E
TR,IGN,Igneada,4153N 02801E
TR,INE,Inebolu,4158N 03346E
TR,ISK,Iskenderun,3635N 03610E
TR,IST,Istanbul,4101N 02858E
TR,IZM,Izmir,3825N 02709E
TR,IZT,Izmit,4047N 02957E
TR,KAS,Kas,3611N 02938E
TR,KBS,Kabatas,4102N 02900E
TR,KFK,Kefken,4112N 03015E
TR,KFZ,Korfez,4047N 02944E
TR,KKY,Karakoy/Istambul,4102N 02859E
TR,KMR,Kemer,3635N 03033E
TR,KMX,Kumport,4057N 02849E
TR,KN2,Konak,3824N 02706E
TR,KPE,Kartepe,4044N 02958E
TR,KRB,Karabiga,4024N 02718E
TR,KRS,Karasu,4104N 03047E
TR,KRT,Karatas,3633N 03523E
TR,KSP,Port of Karasu,4107N 03040E
TR,KUS,Kusadasi,3751N 02715E
TR,LMA,Limas,4043N 02953E
TR,M47,Nusaybin,3704N 04113E
TR,MAD,Mardas,4101N 02857E
TR,MER,Mersin,3643N 03438E
TR,MFZ,Mersin-Free Zone,3648N 03438E
TR,MIM,Mimarsinan,4101N 02833E
TR,MRA,Marmara Adasi,4035N 02733E
TR,MRM,Marmaris,3651N 02816E
TR,MUD,Mudanya,4022N 02853E
TR,MVG,Manavgat,3646N 03127E
TR,ORD,Ordu,4059N 03752E
TR,PLP,Poliport,3759N 04203E
TR,PZR,Pazar,4110N 04053E
TR,RIZ,Rize,4102N 04029E
TR,RZY,Rota-Izmit Bay,2943N 04046E
TR,SIC,Sinop,4201N 03508E
TR,SIL,Silivri,4104N 02815E
TR,SLE,Sile,4110N 02936E
TR,SRL,Saraylar,4040N 02740E
TR,SRS,Sariseki,3640N 03613E
TR,SSX,Samsun,4117N 03620E
TR,SUR,Surmene,4054N 04007E
TR,TAS,Tasucu,3619N 03352E
TR,TEK,Tekirdag,4058N 02731E
TR,TGT,"Toros Gubre Terminal, Gubre",3655N 03559E
TR,TIR,Tirebolu,4100N 03848E
TR,TUZ,Tuzla,4050N 02915E
TR,TZX,Trabzon,4100N 03944E
TR,UNY,Unye,4108N 03717E
TR,USK,Uskudar,4101N 02903E
TR,VAK,Vakfikebir,4102N 03916E
TR,YAL,Yalova,4039N 02916E
TR,YIK,Yesilovacik,3612N 03340E
TR,YPO,Yilport,4046N 02932E
TR,ZON,Zonguldak,4127N 03147E
TT,CHV,Charlotteville,1119N 06033W
TT,CLA,Claxton Bay,1021N 06128W
TT,CRN,Carenage,1041N 06136W
TT,CVA,Couva,1025N 06127W
TT,FPT,Saint Mary's,1013N 06132W
TT,FRE,Freeport,1027N 06125W
TT,GUA,Guayaguayare,1008N 06102W
TT,POS,Port-of-Spain,1039N 06131W
TW,BAL,Bali,2509N 12124E
TW,BDA,Budai,2322N 12006E
TW,HUK,Hukou,2454N 12103E
TW,LGM,Lung-men,2334N 11940E
TW,MAL,Mai-Liai,2345N 12015E
TW,MLI,Mai-liao,2306N 12008E
TW,NAN,Nantou,2354N 12041E
TW,SHL,Sha-lun,2506N 12113E
TW,TPE,Taipei,2502N 12131E
TW,WTU,Wu-tu,2505N 12140E
TZ,DAR,Dar es Salaam,0648S 03917E
TZ,IKW,Ikwiriri,0759S 03901E
TZ,KAG,Kagera,0439S 03040E
TZ,MWZ,Mwanza,0231S 03254E
UA,BGD,Bilhorod-Dnistrovskyi,4611N 03022E
UA,DSK,Svitlovodsk,4903N 03314E
UA,ERD,Berdiansk,4645N 03646E
UA,ILK,Chornomorsk,4619N 03040E
UA,IZM,Izmail,4519N 02851E
UA,KHE,Kherson,4637N 03237E
UA,KIA,Kiliia,4526N 02916E
UA,MPW,Mariupol,4703N 03730E
UA,NLV,Mykolaiv,4656N 03200E
UA,OCH,Ochakiv,4636N 03134E
UA,OCT,Olviia,4650N 03157E
UA,ODS,Odesa,4630N 03045E
UA,RNI,Reni,4525N 02817E
UA,SKD,Skadovsk,4606N 03254E
UA,UDY,Ust-Dunaisk/Vylkove,4528N 02942E
UA,VYL,Vylkove,4524N 02935E
UA,YUZ,Pivdennyi,4636N 03101E
UA,ZPR,Zaporizhzhia,4749N 03510E
UG,MKN,Galiraya,0118N 03252E
US,2BY,Ballston Lake,4254N 07352W
US,2OG,South Ogden,4111N 11158W
US,2PA,Clearville,3955N 07823W
US,2SI,Sinton,2802N 09730W
US,2TO,Clifford Township,4140N 07533W
US,2TT,Cottrellville,4241N 08232W
US,3BR,Berry Creek,3938N 12124W
US,3DC,Westwood,3403N 11825W
US,3DU,Victor,3808N 12112W
US,3DV,Ulupalakua,2039N 15623W
US,3OL,Wellfleet,4156N 07002W
US,3SD,Mabscott,3746N 08112W
US,3TR,Vineburg,3816N 12226W
US,3TU,West Newton,4221N 07114W
US,3VC,Outlook,4619N 12005W
US,3WA,Lyle,4541N 12117W
US,4CP,Captiva,2631N 08211W
US,4HE,East Fairfield,4049N 08038W
US,4NJ,New Era,4333N 08620W
US,4NM,Ponce de Leon,3043N 08556W
US,4TP,Ulm,3434N 09127W
US,4WR,West Glocester,4155N 07147W
US,5BL,Laurence Harbor,4027N 07414W
US,5MN,Hardwick,4346N 09611W
US,6ER,Lake Saint Louis,3847N 09047W
US,6TT,Saint Pete Beach,2743N 08244W
US,7AL,Detroit,3401N 08810W
US,7BA,Speedwell,3627N 08352W
US,7CA,Penn Valley,3911N 12111W
US,7OL,Sea Cliff,4050N 07338W
US,7SD,Lowden,4603N 11835W
US,7YT,Lynnfield,4232N 07102W
US,8DC,Woodacre,3800N 12238W
US,8DD,Ranchos de Taos,3621N 10536W
US,8MN,Orcutt,3451N 12026W
US,8PR,Zamora,3847N 12152W
US,8QA,Vallecito,3805N 12028W
US,8TT,Woodbury,4121N 07406W
US,8UY,Waldo,4027N 08304W
US,8XC,Woodmere,4037N 07342W
US,8XD,Woodmere,4127N 08128W
US,8YI,Tres Pinos,3647N 12119W
US,999,Waterville,4113N 07622W
US,99W,East Windsor,4155N 07233W
US,9AI,Waianae,2126N 15811W
US,9CP,Chapman,3858N 09701W
US,9DK,Penngrove,3817N 12239W
US,9IU,Point Reyes Station,3804N 12248W
US,9OH,Moreland Hills,4126N 08125W
US,9QA,Umpqua,4321N 12328W
US,9WA,Hoodsport,4724N 12308W
US,A22,Ashville,4033N 07832W
US,A8C,Accord,4210N 07053W
US,AA2,Alabama Pt.,3021N 08806W
US,AA9,South Mills,3626N 07619W
US,AB3,Aberdeen,4023N 07415W
US,ABC,Port Hadlock,4801N 12245W
US,ACC,Raymond,4641N 12343W
US,ACQ,Ancram,4203N 07338W
US,ADQ,Kodiak,5748N 15223W
US,AEK,Aberdeen,3349N 08833W
US,AEO,Calverton,3837N 07740W
US,AEZ,Armstrong,4323N 09428W
US,AF5,Afton,4101N 09411W
US,AFA,Alstead,4309N 07222W
US,AFH,Bath,3528N 07648W
US,AFK,Afognak,5800N 15246W
US,AFM,Bingham,4504N 06953W
US,AFV,Battenville,4306N 07326W
US,AFW,"Webster, Harris",2932N 09507W
US,AGQ,Algonquin,4210N 08818W
US,AGV,Autaugaville,3226N 08639W
US,AHU,Alachua,2947N 08229W
US,AHZ,Atlantic Highlands,4024N 07402W
